UUID, Fullname, Gender, Birthday, Class
4d4a103f-a170-4377-b812-dd6737de9c84, Nguyễn Gia Đạt, True, 5/6/2002 5:12:45 PM, 11A2
e5e4e911-141b-4fe9-9e17-dcab6462d806, Phạm Phương Vân, False, 2/20/2004 10:29:29 AM, 11A2
f6a76e7e-3204-41dc-aa7b-b9f0e143b272, Đoàn Thu Phương, False, 10/10/2004 5:02:41 AM, 11A2
e89ae035-538e-4537-9f6d-ccd064cadde3, Nguyễn Hương Giang, False, 8/6/2003 2:08:05 AM, 11A2
301aa8c6-7d33-4b31-a662-eabbc215879c, Lưu Minh Vy, False, 10/23/2003 2:28:36 AM, 11A2
abd9d94e-fade-4f7a-a137-67e80ecd0c52, Nguyễn Phương Châu, False, 6/24/2004 4:07:11 AM, 11A2
efd0d54a-de6f-4f3d-9538-c5133c62b953, Lưu Bảo Thanh, False, 1/6/2006 5:52:54 AM, 10A3
4c3f8a16-f905-412f-9d01-d99ec6b04a9f, Nguyễn Thị Thanh Trang, False, 1/5/2000 8:48:21 PM, 12A2
82ced385-7d50-493b-bc8c-e4407a867c30, Phạm Thị Thanh Thư, False, 11/17/2003 12:46:38 AM, 11A2
aca03cab-dc39-4fa5-852d-8f673ae679fb, Nguyễn Xuân Sơn, True, 7/4/2001 2:01:34 PM, 11A2
8290a69c-0ea9-4a07-a027-bfb53cc86da6, Nguyễn Mai Hà, False, 5/17/2005 9:10:50 AM, 11A2
91950f74-a4ab-44fc-ba01-0c99a8f9e25d, Võ Minh Ngọc, False, 6/13/2000 12:46:38 PM, 12A2
b4e6f00a-8558-4e21-83ed-e8578cd96b54, Phạm Hương Vy, False, 3/30/2006 12:44:10 AM, 10A3
93a5b3d7-5f47-4ca6-bded-7773a8a1c889, Nguyễn Xuân Bình, True, 9/11/2005 4:13:59 PM, 11A2
14c28049-779f-4261-bf63-3c2e772bb2dc, Nguyễn Anh Dương, True, 6/4/2000 11:16:59 PM, 12A2
68f5b754-b218-43e5-a888-b2a8836bec04, Đoàn Minh Uyên, False, 5/4/2002 4:43:21 PM, 11A2
574e9aa4-dc2f-4ef2-b59a-011f627afa76, Nguyễn Bảo Vân, False, 4/29/2000 8:28:51 PM, 12A2
a35f27aa-ae9f-4eab-af2b-696e1b20e063, Đoàn Gia Dũng, True, 12/26/2001 2:46:28 AM, 11A2
bdfb27fa-02cc-469f-bdba-4ad0769ade0c, Trần Bảo Trang, False, 4/12/2006 7:28:14 AM, 10A3
f0ea7891-d233-40fa-924b-3e698be8bef5, Lưu Thái Khánh, True, 7/7/2000 10:24:06 AM, 12A2
42c6f994-2902-410f-bf91-b5832ad5911f, Hồ Bảo Uyên, False, 1/5/2002 6:59:01 PM, 11A2
6cd22a49-b6ad-46de-a3df-4eb2a2f3b3ad, Nguyễn Hoàng Bảo Hưng, True, 12/11/2006 9:51:03 AM, 10A3
5d2f6b34-0d53-48e2-870a-04689b727ec3, Nguyễn Mai Vân, False, 1/18/2003 3:55:06 AM, 11A2
e6c3f255-e614-4101-8e0a-431ed61cadd9, Đặng Anh Duy, True, 5/11/2006 5:02:34 PM, 10A3
1c23fb53-a0a9-499d-bfb9-332bf79d0ec9, Hồ Xuân Anh, True, 11/6/2002 7:39:57 PM, 11A2
3f6664f9-289c-4c4a-ae9b-fbc5919f2838, Hồ Thiên Dương, True, 5/5/2001 11:56:06 PM, 11A2
2ddc6db7-3829-4b86-a1f8-f0aab4ada462, Đặng Xuân Bình, True, 10/11/2003 3:22:12 PM, 11A2
887f984a-2610-4023-9c1d-9d0e5faebd8a, Nguyễn Xuân Phúc, True, 9/18/2006 1:41:08 AM, 10A3
aaeef9d7-0fce-4fae-b37b-7411f0647bbd, Đặng Phương Vy, False, 4/10/2006 1:52:17 AM, 10A3
c9867f66-eadb-4d7a-b15b-ffa35b476578, Hoàng Hoàng Bảo Huy, True, 8/25/2006 7:31:50 PM, 10A3
2b294af8-d83d-4f08-b9a7-2666775d4436, Hồ Xuân Thành, True, 6/4/2000 6:09:57 AM, 12A2
9681aeda-353f-4d82-b1d9-ac1ee4bef8c3, Nguyễn Ngọc Phương, False, 5/1/2001 4:59:43 PM, 11A2
c45b2a03-9ccd-4bda-85e4-fefb5c0d3770, Nguyễn Thái Anh, True, 10/30/2005 4:29:33 AM, 11A2
6293bc79-8d82-4a21-96fe-68ec5cc4472c, Phạm Thiên Nguyên, True, 10/25/2006 12:38:43 AM, 10A3
e8599c94-6a6c-4764-903f-d292723a2768, Nguyễn Gia Anh, True, 2/4/2003 10:08:20 PM, 11A2
3dab43ab-12f7-4852-aa25-44e2a26c35de, Nguyễn Hoàng Bảo Thành, True, 11/16/2005 7:23:21 PM, 11A2
7174c2ad-e160-4130-82a5-e4c2e55d7082, Nguyễn Bảo Thư, False, 9/8/2006 6:56:41 AM, 10A3
33cdaf56-5a05-4103-91b6-91b457dff940, Phạm Thu Vy, False, 4/18/2002 5:50:54 AM, 11A2
70ef92f5-e430-4829-8b1f-291e09d73d79, Võ Thị Thanh Châu, False, 9/25/2006 3:36:03 AM, 10A3
3911a023-23d7-4855-8de6-8efcc3a95b5c, Đặng Thái Long, True, 9/26/2002 10:22:19 PM, 11A2
a93659ff-fba8-4830-a14e-688de507e261, Võ Trúc Giang, False, 5/30/2000 5:57:38 AM, 12A2
7d33b6bd-ebad-4258-ad46-b200de87e96a, Lưu Văn Khánh, True, 5/31/2001 1:31:56 AM, 11A2
8d39f42d-f69c-460c-8a33-3c5b0971bf65, Trần Gia Phúc, True, 5/10/2000 10:44:29 AM, 12A2
b6bd632b-ac12-422c-973f-3e631e8542a8, Phạm Phương Vy, False, 10/30/2006 5:42:12 PM, 10A3
c12f04ff-a908-4b12-ba19-c79da76d9a6d, Võ Minh Lan, False, 3/21/2002 11:24:08 PM, 11A2
e78a5039-fbe2-44fc-a2cf-c04f4e40c809, Nguyễn Phương Lan, False, 12/13/2004 5:53:42 PM, 11A2
36f9f5f9-6402-4954-a323-ff112e645515, Lê Thái Bình, True, 11/9/2005 12:29:20 PM, 10A3
1257af41-3557-4674-8c18-bbff4704a5af, Hồ Gia Nguyên, True, 7/1/2003 1:09:25 AM, 12A2
933d7220-d179-45b6-8a3d-1e48f4dfdb73, Võ Việt Nguyên, True, 7/9/2006 11:00:25 PM, 10A3
9f744024-2a1c-49b5-b82d-c1d649e4b875, Đặng Minh Châu, False, 4/23/2006 12:36:27 PM, 10A3
47320161-50eb-4bbd-a12d-ddd9de4cc8f0, Nguyễn Phương Ngọc, False, 12/31/2004 7:29:33 PM, 12A2
bdc21557-5f61-42ca-8839-4ec16034555c, Nguyễn Anh Dũng, True, 1/5/2003 1:32:50 AM, 12A2
b8dc69be-1def-4002-8396-95469a78a171, Võ Trúc Nguyên, False, 7/2/2005 8:22:17 AM, 10A3
5d1ce4fb-65d4-482f-b503-e6327544729d, Nguyễn Đăng Thành, True, 11/27/2000 9:12:03 AM, 12A2
960df6f4-4f4e-4e3c-9f56-b39d4ba7d149, Nguyễn Văn Hùng, True, 4/1/2005 2:14:32 PM, 10A3
e9d13521-e6d5-4cd6-99c4-c3fb6d6f4c87, Nguyễn Thiên Anh, True, 7/22/2005 8:07:35 AM, 10A3
1bb1a002-3c0e-41a1-9ffc-f3d7157fdd99, Phạm Minh Phương, False, 5/23/2005 11:44:32 PM, 10A3
4aa098fb-2879-466c-98f7-8aac565690f5, Hoàng Mai Hà, False, 10/17/2003 12:41:57 AM, 12A2
06988a99-2761-4132-9637-c79abf8e9a26, Hồ Thị Thanh Vân, False, 6/27/2006 4:35:01 AM, 10A3
2a35193d-ddba-4aa9-94fa-a9cd0551fbe1, Đoàn Mai Châu, False, 11/14/2000 3:57:15 AM, 12A2
588757dd-8857-4847-b9a0-43b867f0cc10, Nguyễn Thiên Hưng, True, 6/7/2006 11:04:45 AM, 10A3
9c6b4033-df5b-4b2d-807c-cc70c15acd5a, Lưu Trúc Uyên, False, 3/2/2004 5:46:51 AM, 12A2
2343dea0-53a8-40ee-a68c-485cb42777fd, Nguyễn Thái Khánh, True, 3/18/2001 7:58:14 PM, 12A2
4d3a268f-bbb3-4502-b081-69c1aaa1dce4, Võ Anh Dương, True, 4/7/2001 8:10:01 AM, 12A2
23915c47-24fc-4a81-bc04-aa3e1efd073a, Võ Bảo Châu, False, 2/5/2000 2:52:45 PM, 12A3
a3ed270c-e3f0-4037-a954-fac551053284, Nguyễn Hoàng Bảo Đạt, True, 7/21/2001 12:11:32 PM, 11A3
bdb435d8-d64f-465a-9336-7943b3352b74, Nguyễn Anh Thành, True, 9/23/2002 3:00:41 AM, 10A3
420b601a-48db-4513-9dfb-866d9019f448, Nguyễn Thái Duy, True, 2/17/2004 8:19:44 AM, 10A3
a3b25b7b-4d79-4b79-95cc-190eae1b21f6, Lưu Minh Long, True, 8/13/2004 7:31:59 AM, 10A3
948d6186-eb2b-4a19-9e29-ad41c409a0f3, Nguyễn Thảo Ngọc, False, 6/12/2001 9:17:19 PM, 11A3
c3adcf80-90e7-4191-83cf-552c8e5735db, Nguyễn Minh Lan, False, 5/18/2001 1:56:50 AM, 11A3
f25cb8a8-e7a9-4e3f-b0eb-e3dfe94a88c9, Lê Đăng Hoàng, True, 2/20/2003 11:20:04 PM, 10A3
1f8ec93d-9e8f-4786-9455-4e8ca64b22d5, Nguyễn Hoàng Bảo Hoàng, True, 8/12/2006 8:29:43 AM, 10A3
37bade5e-b155-4f05-83ed-f05a431b3608, Đoàn Thảo Lan, False, 11/30/2004 4:06:13 PM, 10A3
2916466e-3ff5-45ce-9175-088be63df58b, Võ Bảo Ngọc, False, 2/19/2004 1:36:00 AM, 10A3
dafa2ad3-d1d6-497b-9d76-8ada0159fb5b, Phạm Mai Ngọc, False, 8/30/2005 12:08:38 AM, 10A3
43717b29-8d4d-4df7-bb29-d4ab6f6cbb21, Phạm Thị Thanh Ngọc, False, 4/26/2000 8:59:46 PM, 12A3
dbeb506c-39af-405a-8bf2-f126a6397487, Đoàn Minh Dũng, True, 3/29/2005 1:47:28 PM, 10A3
5768ba81-c11f-468e-8be5-402e30b10980, Nguyễn Thu Khánh, False, 8/31/2004 10:01:18 AM, 10A3
43adac4f-fe8d-4538-9da7-bb6141e539ed, Hoàng Anh Hùng, True, 1/7/2002 2:55:13 AM, 10A3
745b8121-8556-4fe8-b4e1-ed40a08c8245, Nguyễn Đăng Duy, True, 2/14/2002 10:25:05 AM, 10A3
bac5f297-fbb4-49b3-9972-600aaf706902, Đặng Minh Huy, True, 12/24/2003 11:29:29 PM, 10A3
56982666-ea42-4ee0-822d-9ca09f639193, Trần Thảo Thanh, False, 1/21/2004 6:11:32 AM, 10A3
45f84802-995f-44a3-83d4-7aac0b14d1f6, Lê Trúc Châu, False, 4/24/2006 4:39:12 AM, 10A3
14a69be3-1100-42da-8032-ecba7063bf53, Trần Trúc Vân, False, 12/30/2003 1:38:46 AM, 10A3
6d301b37-54c0-46d5-8724-651fcfe415c1, Trần Xuân Khánh, True, 2/7/2006 2:36:46 AM, 10A4
711c3fb4-8b42-4487-80d1-8ea0ac1bf50b, Lê Việt Bình, True, 5/26/2006 8:50:22 PM, 10A4
1f2c9d4d-016f-479e-8110-621d803d488d, Nguyễn Văn Dương, True, 3/15/2002 6:58:30 AM, 11A3
e65d28f7-b993-407d-9cf8-30cf986bfb59, Lưu Thị Thanh Hà, False, 9/26/2005 1:19:33 PM, 11A3
4c7d8d9e-8fc3-4c2e-89ca-ebdf1b47c9aa, Lưu Việt Phúc, True, 10/13/2000 11:46:09 PM, 12A3
e5df3e55-b6a9-4943-9101-a11430fb91de, Đặng Minh Lan, False, 4/5/2006 6:34:42 PM, 10A4
b005a6e7-d280-4f54-8c57-e17392791fa3, Nguyễn Hương Trang, False, 4/28/2006 4:56:48 AM, 10A4
b6bf25d7-a5ec-44e4-bc68-aaf0cb5826a9, Lê Việt Hùng, True, 2/6/2000 1:01:58 AM, 12A3
4daffd5b-cbdc-4c9a-9210-4a9dcb9eecf7, Nguyễn Thu Ngọc, False, 6/5/2002 12:24:33 PM, 11A3
889ed5ee-73e1-463d-a90d-6ee84b94f142, Hồ Anh Hưng, True, 5/12/2004 6:45:44 PM, 11A3
f159d938-5c07-4d0b-bad5-66b78a24397e, Hoàng Đăng Phúc, True, 6/3/2003 8:46:06 AM, 11A3
c12badc1-e2aa-4c69-af5b-4ac7b545b246, Võ Gia Sơn, True, 3/21/2006 2:15:11 AM, 10A4
3f9a5fe5-7f77-46d0-86fa-482a6d2cbc83, Hoàng Thu Trang, False, 4/4/2005 5:18:42 AM, 11A3
ad1973b9-4ed6-40f2-9574-5f6114288651, Phạm Anh Phúc, True, 1/7/2005 11:46:37 AM, 11A3
1624082c-ffd8-43ec-9e81-c71897e563a5, Trần Đăng Dương, True, 1/3/2006 1:39:08 PM, 10A4
6501e9a1-c150-425b-af3a-ae79ed3ad416, Nguyễn Thu Trang, False, 3/30/2004 6:57:52 PM, 11A3
303bf926-51f8-4fba-ad54-6253f9231820, Lê Việt Nguyên, True, 3/23/2006 3:07:39 AM, 10A4
7362a6e4-2004-4737-98a3-f17d8c583300, Võ Thảo Phương, False, 7/18/2004 9:34:22 AM, 11A3
8c9392ca-7367-442b-a7a0-a09282a31584, Nguyễn Thiên Duy, True, 12/15/2000 6:35:03 AM, 12A3
6d73dd89-204a-41e5-9791-546518139c3a, Lê Thị Thanh Hương, False, 6/18/2001 5:16:03 AM, 11A3
2f71ca5f-9edf-43f0-98d6-58124ee97fa7, Nguyễn Thảo Giang, False, 9/9/2006 8:01:53 AM, 10A4
2c5c27e6-5927-4f9b-8d63-e1038a08b043, Võ Thị Thanh Ngọc, False, 7/5/2004 9:12:38 AM, 11A3
bc454d13-0e08-4c62-8506-464e7df81bec, Nguyễn Thiên Thành, True, 1/26/2001 6:46:21 AM, 11A3
20da0d7c-5514-4037-9edc-187a5169ec33, Võ Đăng Đạt, True, 10/10/2005 4:41:00 PM, 11A3
5093bc02-8b62-448c-8e6a-776cd241e00c, Nguyễn Thiên Dũng, True, 11/7/2002 12:41:17 PM, 11A3
8aed6203-1d54-4c71-863c-afbaf877aede, Võ Thái Nguyên, True, 11/10/2000 8:25:01 AM, 12A3
b7c5c11a-0a54-4ed7-a4ca-7e38c8e4f97d, Nguyễn Thiên Huy, True, 5/27/2002 8:37:28 AM, 11A3
5443fb75-2b8e-4653-abf2-a0102dcdf87d, Đoàn Xuân Long, True, 3/4/2003 9:22:34 AM, 11A3
08f7e3a3-0dd7-4acc-abd8-5b54abd08ddd, Trần Thiên Huy, True, 7/26/2000 7:54:22 AM, 12A3
dbed3596-67b6-47a8-add2-96b1ba5edaf2, Lưu Thái Phúc, True, 3/26/2000 2:08:46 AM, 12A3
86f72fce-54f2-4493-b13d-7cfc835fba6b, Phạm Bảo Giang, False, 5/19/2004 8:44:01 AM, 11A3
2975f053-eade-4cdb-a29c-2ce75496bf12, Võ Đăng Đạt, True, 2/28/2005 6:45:16 PM, 11A3
2c77ff12-9f65-43f3-9b4f-b79665163fbb, Nguyễn Văn Sơn, True, 6/6/2000 7:46:22 AM, 12A3
f3e051d1-99f1-4293-8789-7b3e2f69e462, Đặng Hương Thanh, False, 10/13/2003 11:23:10 AM, 11A3
064caa54-a14a-4592-9ef9-e34cbfe8a847, Phạm Minh Dũng, True, 6/27/2000 1:39:39 PM, 12A3
b40463a6-fc0a-441e-b633-6571d03bf8df, Hồ Thị Thanh Hà, False, 4/11/2004 3:57:36 PM, 11A3
37593f14-c554-4f42-8913-8f6f79441469, Nguyễn Thiên Nguyên, True, 1/21/2001 8:18:44 PM, 11A3
3dc6dd4b-0949-4128-999e-f5036989455a, Phạm Anh Khánh, True, 11/5/2006 6:00:38 AM, 10A4
d6fa26ba-2a90-4329-9513-615d47a7cf93, Lưu Trúc Trang, False, 12/4/2000 7:14:29 PM, 12A3
515e34de-24bd-4259-9bf0-cbd9f473efe9, Hồ Trúc Linh, False, 1/29/2001 7:00:54 PM, 11A3
f8ec48e4-c915-4cf4-92a3-29c7e211d1fe, Hồ Hoàng Bảo Phúc, True, 3/24/2000 1:53:52 AM, 12A3
5673d2be-272f-4a08-9018-49ca1088773e, Lê Anh Phúc, True, 4/8/2002 5:24:28 PM, 11A3
05f98d5b-f3f2-4151-8dfb-829e7c04ef6d, Hồ Thảo Ngọc, False, 4/2/2005 7:10:38 PM, 11A3
a22de856-d467-4fa4-b822-5006fe8afae3, Lưu Minh Hoàng, True, 9/15/2002 4:20:43 AM, 11A3
bcfb8d0a-6a84-4f9c-a99a-447804b7089e, Võ Hoàng Bảo Khánh, True, 11/25/2000 3:40:04 AM, 12A3
498f8e13-ce84-44f2-aa18-b2601fd0395a, Nguyễn Hương Linh, False, 7/18/2005 7:57:18 PM, 11A3
2479c2e8-c64b-42cd-9a74-ac0d6b044146, Lê Xuân Khánh, False, 10/29/2003 2:47:32 AM, 11A3
16a355ad-52fb-4359-a55c-c46771f90a9c, Nguyễn Hoàng Bảo Hoàng, True, 2/14/2002 5:14:59 AM, 11A3
75d0020c-155e-49a2-9f80-53bf4b438af1, Nguyễn Bảo Lan, False, 7/22/2003 8:57:46 AM, 11A3
c25c2d06-56bc-4de8-b5ad-47280535382e, Đặng Trúc Phương, False, 10/5/2001 11:59:51 PM, 11A3
4279d24c-61a3-4bec-9aef-de4ba50f8c8a, Nguyễn Việt Phúc, True, 4/19/2004 11:59:07 AM, 11A3
fe8b3c07-2b96-4549-8ea3-848b5627fe9c, Võ Xuân Ngọc, False, 5/25/2001 5:34:45 PM, 11A3
dc1b6c40-6756-4452-9da4-1bd584c6eb8b, Phạm Thiên Sơn, True, 4/26/2000 12:23:33 AM, 12A3
a937194e-bcbb-48b8-b580-02e326393c43, Lê Văn Sơn, True, 10/3/2003 12:55:08 AM, 11A3
c8d33cb9-f8c3-4817-9cba-89abba93028c, Lưu Hoàng Bảo Dũng, True, 4/24/2002 7:26:17 AM, 11A3
e0ab5ca4-8099-4c65-9f15-2e60f6f8d7ac, Hoàng Gia Huy, True, 3/30/2000 12:35:37 AM, 12A3
a8f6fca6-ea7b-40dd-b5e7-40156d54a47f, Đoàn Bảo Khánh, False, 9/14/2005 3:03:58 AM, 11A3
e51512cc-4c6a-49db-bdde-204f817e02c5, Hoàng Bảo Vy, False, 12/3/2003 8:43:13 AM, 12A3
a475a414-5c6d-45f9-b01c-25276977fe01, Đặng Hoàng Bảo Nguyên, True, 3/6/2001 8:23:02 PM, 12A3
567d69dc-68c7-4a55-a5e5-c3310fa21055, Trần Việt Duy, True, 1/19/2000 9:40:44 PM, 12A3
651147ca-226b-466e-b336-7ded28c5384c, Hoàng Xuân Uyên, False, 5/22/2001 3:09:17 AM, 12A3
8ac918a5-0037-4853-b8c9-70347d037339, Đoàn Văn Phúc, True, 1/29/2003 1:40:01 AM, 12A3
a67adf2a-e853-4d96-92ab-5e778a55ec7a, Võ Văn Duy, True, 12/13/2003 9:08:03 PM, 12A3
e7b6e837-3a61-41c0-9927-27c39f3366b4, Lê Văn Bình, True, 8/1/2001 3:01:12 PM, 12A3
4090dca9-0581-4be2-b73c-ce0dd02d582f, Lê Văn Khánh, True, 7/21/2000 8:01:46 PM, 12A3
dbd848e9-2897-413b-8b87-900650f498a7, Đoàn Thái Hoàng, True, 2/1/2002 4:41:35 PM, 12A3
3f1b1eaf-b72d-414b-b100-de74599cf2db, Nguyễn Thảo Phương, False, 6/1/2000 5:18:40 PM, 12A3
ea8e5e8a-3425-437b-90fb-d78d1e88a78a, Võ Bảo Trang, False, 3/17/2006 9:19:45 PM, 10A4
88f7e532-a9ae-43cd-a650-42a037ddd877, Võ Minh Dũng, True, 11/21/2002 7:29:01 PM, 12A3
2a93a24e-c4b6-4db3-a735-9e1a36d179cd, Nguyễn Xuân Khánh, True, 10/24/2005 11:06:44 AM, 10A4
6ff05e03-005f-4898-895f-e5b2aa21f4b1, Lưu Gia Dũng, True, 8/3/2002 2:06:22 AM, 12A3
aa57d2da-5513-4d56-86d4-199c3bbff8ac, Nguyễn Trúc Châu, False, 2/9/2004 2:36:02 PM, 12A3
97b2807b-a675-4379-9bf5-7a07188ba6d0, Nguyễn Việt Sơn, True, 6/21/2005 1:51:48 AM, 10A4
0d49d180-98f2-4cb4-bd82-e044cb206900, Lưu Mai Nguyên, False, 7/2/2000 2:58:13 AM, 12A3
625dcb29-c6fc-41a3-8d20-ebd5e4787931, Lê Ngọc Vy, False, 4/17/2000 4:59:16 AM, 12A3
3a2c1031-b23d-4d89-9e7b-26cdc32a9ebf, Lê Mai Trang, False, 4/14/2005 8:48:39 PM, 10A4
b96e952f-8e8a-4f23-b0e5-02e47a3d9275, Nguyễn Gia Khánh, True, 4/22/2005 7:31:42 AM, 10A4
117cc6d1-afc2-4d56-86d3-dde4f50b4b94, Nguyễn Đăng Long, True, 10/5/2002 2:15:30 AM, 12A3
5a80d3a5-6b57-412e-ad4b-bd046541a3ca, Hoàng Minh Vân, False, 3/8/2000 10:10:46 PM, 12A3
acebd7a8-0237-42e8-8902-985487215ff2, Nguyễn Đăng Dương, True, 7/5/2000 11:31:38 AM, 12A3
e288f441-cdeb-47b3-8e74-33e22982a979, Lưu Minh Dương, True, 11/25/2000 8:41:04 AM, 12A3
7c2f9073-a077-4d12-9d13-b9520f560111, Nguyễn Văn Huy, True, 7/11/2005 4:14:33 PM, 10A4
3cb1d973-dbaf-43de-ba05-9b2a25f40169, Nguyễn Xuân Uyên, False, 11/15/2006 4:59:14 AM, 10A4
68cb07de-6efa-4349-8278-6a61fb814e16, Hoàng Ngọc Lan, False, 8/24/2003 10:53:34 AM, 12A3
f622c98e-35fb-48a9-b627-91979a14ae13, Nguyễn Gia Anh, True, 10/15/2002 7:35:35 AM, 12A3
80d8bfa5-a334-4d9e-8dea-d48660e63ea7, Phạm Văn Bình, True, 1/23/2001 1:27:31 AM, 12A3
34f955d1-0b51-4d0a-86f4-5199332f24c9, Lê Xuân Khánh, False, 8/15/2006 1:50:08 PM, 10A4
bcb27767-5af7-406a-876d-ebdb5aa6b99c, Đoàn Minh Nguyên, True, 10/28/2006 11:31:05 PM, 10A4
95af2792-e8d5-44a1-899d-e4031edb5c3c, Hoàng Anh Dương, True, 1/27/2002 7:20:13 AM, 12A3
f42e8127-7f0a-42f5-8ce6-8e353c83d044, Nguyễn Mai Vân, False, 1/7/2006 5:03:53 AM, 10A4
99f4f244-0b99-4976-899a-1bf216e482b4, Phạm Minh Vy, False, 1/6/2004 8:41:18 PM, 12A3
ab11a59a-7c62-4ca3-9118-5781c8a35119, Nguyễn Minh Nguyên, True, 11/2/2003 3:50:43 AM, 12A3
d645797e-d0c3-4e6e-8d58-ab87476cac60, Nguyễn Minh Trang, False, 1/27/2002 8:41:39 PM, 12A3
6db6c39e-610a-4917-a9fa-38236d05624d, Nguyễn Văn Đạt, True, 2/6/2001 4:12:30 AM, 12A3
76e070f8-7416-488e-9e54-79725a539383, Nguyễn Trúc Vân, False, 5/24/2001 3:34:24 AM, 12A3
2ce52fec-8a48-4954-8750-5fc01560359b, Nguyễn Thái Dương, True, 8/19/2006 12:07:43 AM, 10A4
bb3f6deb-9138-492e-8a8c-52800719cec4, Hồ Thái Dũng, True, 4/18/2004 12:29:59 PM, 10A4
59bb68af-1dc8-4015-a4f2-26a624406fa0, Nguyễn Thiên Phúc, True, 5/30/2003 6:41:45 AM, 10A4
71e54a6a-df96-4a0a-978a-22c477ed8b19, Nguyễn Xuân Phúc, True, 12/6/2002 3:51:12 PM, 10A4
3614f47c-abce-4f02-9a45-eed23b64a852, Lưu Ngọc Nguyên, False, 1/27/2000 12:43:20 PM, 12A4
98ea0aa2-3dbf-45c6-8b14-a5a142d5940d, Lưu Thiên Sơn, True, 3/31/2006 11:50:08 AM, 10A4
40cca5a9-2033-4323-82a4-6471b607cd3a, Phạm Gia Huy, True, 6/7/2006 5:30:14 AM, 10A4
2b3ecd7d-a537-46c4-8559-b7f1a846a60c, Hoàng Hoàng Bảo Khánh, True, 6/12/2003 9:47:10 AM, 10A4
840fe230-727d-4dec-b84a-3c1231a3ffec, Lê Anh Sơn, True, 10/12/2003 4:48:17 AM, 10A4
540768bc-9c70-4f6b-bc5a-e888962a4e77, Lưu Văn Duy, True, 9/24/2002 3:05:09 AM, 10A4
163548dc-214f-4dcc-ba7b-6aebdcd93c36, Phạm Xuân Sơn, True, 1/2/2006 12:38:45 AM, 10A4
35f8e978-d841-4113-8959-572f23b220e8, Nguyễn Xuân Vân, False, 7/26/2000 9:58:33 PM, 12A4
abfee5a1-2f68-4b3d-92ae-63515f2f7a61, Nguyễn Ngọc Ngọc, False, 10/31/2002 1:39:08 AM, 10A4
9d5544c0-c541-4921-ac7a-7a82cb117fc0, Lê Thiên Sơn, True, 11/3/2005 7:47:14 PM, 10A4
f1ba816d-a4c7-47f5-82e4-c4619d119452, Nguyễn Gia Hưng, True, 5/18/2005 9:24:35 AM, 10A4
d678aa0b-fbab-4d24-b880-7e29b9a35c8a, Nguyễn Bảo Thanh, False, 6/11/2002 4:19:58 AM, 10A4
e15ee841-3556-40ef-abf7-7b51f93bfbd9, Nguyễn Mai Giang, False, 11/14/2000 3:23:59 AM, 12A4
585e4b9e-b6e3-4ac9-a7c4-8809d80218e3, Võ Trúc Hà, False, 4/25/2002 11:35:12 AM, 10A4
4fe911e2-7e3e-4c7a-a0eb-133207bb4854, Đoàn Minh Hương, False, 9/25/2005 5:42:02 AM, 10A4
4a674706-d292-4fb7-9b86-950df8c9d133, Nguyễn Đăng Thành, True, 4/25/2001 11:18:16 AM, 11A4
768c2aaa-8dab-4550-a11a-0b16dd3be950, Võ Đăng Dũng, True, 1/9/2001 3:13:15 AM, 11A4
875f8e30-27a0-4352-b48b-2f53cfba3664, Nguyễn Thảo Thanh, False, 4/22/2005 5:59:40 PM, 10A4
545a8415-4492-4753-9c62-f54cce50afa0, Đoàn Gia Long, True, 9/12/2000 4:49:20 PM, 12A4
c32efadc-2d0c-48bd-a264-5f96fe41f1b3, Phạm Bảo Linh, False, 3/25/2001 1:13:00 AM, 11A4
bea72ca9-c793-4049-be1a-a6c7076647f9, Phạm Thiên Sơn, True, 8/21/2003 10:38:25 AM, 10A4
f95c942e-36df-44d9-b530-82ac418f8a5d, Nguyễn Thu Hà, False, 7/1/2003 1:10:55 AM, 10A4
805b5e25-5978-4bd0-81b1-87acf32ffa47, Trần Xuân Đạt, True, 9/16/2003 4:16:08 AM, 10A4
1de4ee93-8162-4816-91fa-832bed827752, Trần Ngọc Lan, False, 10/3/2000 5:05:23 PM, 12A4
2f8d5f69-fd25-4edf-b230-f8e4989f07d2, Trần Xuân Phương, False, 7/19/2003 8:16:52 AM, 10A4
9a4db8d1-0c26-465f-b51e-ef197858bedb, Lưu Thị Thanh Châu, False, 9/22/2005 5:51:02 PM, 10A4
1f921750-f5a5-4e65-812f-0d343430b354, Đoàn Văn Anh, True, 10/1/2000 7:35:52 AM, 12A4
10f910c9-27ca-4f26-979a-874664d6ccfb, Nguyễn Xuân Thư, False, 7/30/2006 9:04:39 PM, 10A5
48d21542-da77-4c16-baef-871dbf89c1b8, Trần Văn Khánh, True, 8/16/2003 9:54:49 PM, 11A4
69951645-d058-4ef3-bd96-79811f82003b, Nguyễn Thảo Hà, False, 10/18/2004 1:13:50 PM, 11A4
c66dc3fb-387a-4e14-9b5c-a5c74338e7f2, Nguyễn Đăng Dương, True, 3/18/2006 7:28:30 PM, 10A5
31d331ee-752d-4756-bb8e-cc7f7f7eb7a6, Đặng Anh Nguyên, True, 5/5/2000 1:52:37 AM, 12A4
2800cee6-ff32-422f-978c-0290ee40dc9e, Nguyễn Minh Hương, False, 12/3/2004 11:33:08 PM, 11A4
